65	Parse Tree	View	-540	32767	6	4	1	4	65	251	0	1	1024	0	0	0	0	0	10958	"CREATE VIEW sys.query_store_runtime_stats AS
	SELECT
		runtime_stats_id,
		plan_id,
		runtime_stats_interval_id,
		execution_type,
		n.name as execution_type_desc,
		first_execution_time,
		last_execution_time,
		count_executions,
		avg_duration,
		last_duration,
		min_duration,
		max_duration,
		CASE WHEN sqdiff_duration >= 0 THEN sqrt(sqdiff_duration) ELSE NULL END as stdev_duration,
		avg_cpu_time,
		last_cpu_time,
		min_cpu_time,
		max_cpu_time,
		CASE WHEN sqdiff_cpu_time >= 0 THEN sqrt(sqdiff_cpu_time) ELSE NULL END as stdev_cpu_time,
		avg_logical_io_reads,
		last_logical_io_reads,
		min_logical_io_reads,
		max_logical_io_reads,
		CASE WHEN sqdiff_logical_io_reads >= 0 THEN sqrt(sqdiff_logical_io_reads) ELSE NULL END as stdev_logical_io_reads,
		avg_logical_io_writes,
		last_logical_io_writes,
		min_logical_io_writes,
		max_logical_io_writes,
		CASE WHEN sqdiff_logical_io_writes >= 0 THEN sqrt(sqdiff_logical_io_writes) ELSE NULL END as stdev_logical_io_writes,
		avg_physical_io_reads,
		last_physical_io_reads,
		min_physical_io_reads,
		max_physical_io_reads,
		CASE WHEN sqdiff_physical_io_reads >= 0 THEN sqrt(sqdiff_physical_io_reads) ELSE NULL END as stdev_physical_io_reads,
		avg_clr_time,
		last_clr_time,
		min_clr_time,
		max_clr_time,
		CASE WHEN sqdiff_clr_time >= 0 THEN sqrt(sqdiff_clr_time) ELSE NULL END as stdev_clr_time,
		avg_dop,
		last_dop,
		min_dop,
		max_dop,
		CASE WHEN sqdiff_dop >= 0 THEN sqrt(sqdiff_dop) ELSE NULL END as stdev_dop,
		avg_query_max_used_memory,
		last_query_max_used_memory,
		min_query_max_used_memory,
		max_query_max_used_memory,
		CASE WHEN sqdiff_query_max_used_memory >= 0 THEN sqrt(sqdiff_query_max_used_memory) ELSE NULL END as stdev_query_max_used_memory,
		avg_rowcount,
		last_rowcount,
		min_rowcount,
		max_rowcount,
		CASE WHEN sqdiff_rowcount >= 0 THEN sqrt(sqdiff_rowcount) ELSE NULL END as stdev_rowcount,
		avg_num_physical_io_reads,
		last_num_physical_io_reads,
		min_num_physical_io_reads,
		max_num_physical_io_reads,
		CASE WHEN sqdiff_num_physical_io_reads >= 0 THEN sqrt(sqdiff_num_physical_io_reads) ELSE NULL END as stdev_num_physical_io_reads,
		avg_log_bytes_used,
		last_log_bytes_used,
		min_log_bytes_used,
		max_log_bytes_used,
		CASE WHEN sqdiff_log_bytes_used >= 0 THEN sqrt(sqdiff_log_bytes_used) ELSE NULL END as stdev_log_bytes_used,
		avg_tempdb_space_used,
		last_tempdb_space_used,
		min_tempdb_space_used,
		max_tempdb_space_used,
		CASE WHEN sqdiff_tempdb_space_used >= 0 THEN sqrt(sqdiff_tempdb_space_used) ELSE NULL END as stdev_tempdb_space_used
	FROM
	(
		SELECT
		*,
		round( convert(float, sumsquare_duration) / count_executions - avg_duration * avg_duration,2) as sqdiff_duration,
		round( convert(float, sumsquare_cpu_time) / count_executions  - avg_cpu_time * avg_cpu_time,2) as sqdiff_cpu_time,
		round( convert(float, sumsquare_logical_io_reads) / count_executions - avg_logical_io_reads * avg_logical_io_reads,2) as sqdiff_logical_io_reads,
		round( convert(float, sumsquare_logical_io_writes) / count_executions - avg_logical_io_writes * avg_logical_io_writes,2) as sqdiff_logical_io_writes,
		round( convert(float, sumsquare_physical_io_reads) / count_executions - avg_physical_io_reads * avg_physical_io_reads,2) as sqdiff_physical_io_reads,
		round( convert(float, sumsquare_clr_time) / count_executions - avg_clr_time * avg_clr_time,2) as sqdiff_clr_time,
		round( convert(float, sumsquare_dop) / count_executions - avg_dop * avg_dop,2) as sqdiff_dop,
		round( convert(float, sumsquare_query_max_used_memory) / count_executions - avg_query_max_used_memory * avg_query_max_used_memory,2) as sqdiff_query_max_used_memory,
		round( convert(float, sumsquare_rowcount) / count_executions - avg_rowcount * avg_rowcount,2) as sqdiff_rowcount,
		round( convert(float, sumsquare_num_physical_io_rea"
67	Parse Tree	View	-229834826	32767	6	4	1	6	3	251	0	1	1024	0	0	0	0	0	192	"
CREATE VIEW sys.trusted_assemblies AS
	SELECT *
	FROM OpenRowSet(TABLE TRUSTED_ASSEMBLIES)
"
73	Parse Tree	View	-181465060	32767	6	4	1	4	4	251	0	1	1024	0	0	0	0	0	268	"
-- add it
create view sys.dm_pdw_nodes_os_cluster_nodes as
select *, convert(int, null) pdw_node_id from sys.dm_os_cluster_nodes
"
76	Parse Tree	View	-482	32767	6	4	1	2	7	251	0	1	1024	0	0	0	0	0	552	"CREATE VIEW sys.fulltext_index_catalog_usages AS
	SELECT r.depid AS object_id,
		f.indid AS index_id,
		r.indepid AS fulltext_catalog_id
	FROM sys.syssingleobjrefs r
	LEFT JOIN sys.sysftinds f ON f.id = r.depid
	WHERE r.class = 39 AND r.depsubid = 0 -- SRC_FTITABTOCAT
"
81	Parse Tree	View	-432635041	32767	6	4	1	3	3	251	0	1	1024	0	0	0	0	0	234	"CREATE VIEW sys.dm_tran_transactions_snapshot AS
	SELECT * 
	FROM OpenRowset(TABLE DM_TRAN_TRANSACTIONS_SNAPSHOT)
"
86	Parse Tree	View	-69842288	32767	1	4	1	3	3	251	0	1	1024	0	0	0	0	0	308	"CREATE FUNCTION sys.dm_exec_plan_attributes(@handle varbinary(64))
RETURNS TABLE
AS
	RETURN SELECT * FROM OPENROWSET(TABLE FNGETPLANATTRIBS, @handle)
"
87	Parse Tree	View	-424	32767	6	4	1	23	19	251	0	1	1024	0	0	0	0	0	2960	"CREATE VIEW sys.assembly_types AS
	SELECT t.name,
		t.xtype AS system_type_id,
		t.id AS user_type_id,
		t.schid AS schema_id,
		pr.indepid AS principal_id,
		t.length AS max_length,
		t.prec AS precision,
		t.scale,
		convert(sysname, collationpropertyfromid(t.collationid, 'name')) AS collation_name,
		sysconv(bit, 1 - (t.status & 1)) AS is_nullable,	-- COL80_NOTNULL
		sysconv(bit, case when t.id > 256 then 1 else 0 end) AS is_user_defined, 	-- x_utypSSNAME
		sysconv(bit, 1) AS is_assembly_type,
		sysconv(int, 0) AS default_object_id,
		sysconv(int, 0) AS rule_object_id,
		r.indepid AS assembly_id,
		convert(sysname, v.name) collate Latin1_General_BIN AS assembly_class,
		sysconv(bit, typepropertyex(t.id,'is_binary_ordered')) AS is_binary_ordered,
		sysconv(bit, typepropertyex(t.id,'is_fixed_length')) AS is_fixed_length,
		convert(nvarchar(40), typepropertyex(t.id,'prog_id')) AS prog_id,
		convert(nvarchar(4000), typepropertyex(t.id,'assembly_qualified_name')) collate Latin1_General_BIN AS assembly_qualified_name,
		sysconv(bit, 0) AS is_table_type
	FROM sys.sysscalartypes t
	JOIN sys.syssingleobjrefs r ON r.depid = t.id AND r.class = 38 AND r.depsubid = 0	-- SRC_TYPETOASM
	LEFT JOIN sys.syssingleobjrefs pr ON pr.depid = t.id AND pr.class = 44 AND pr.depsubid = 0	-- SRC_TYPETOOWNER
	LEFT JOIN sys.sysbinsubobjs v ON v.class = 11 AND v.idmajor = r.indepid AND v.subid = t.id  	-- SOC_ASSEMBLY_TYPE
	WHERE has_access('UT', t.id) = 1
"
98	Parse Tree	View	-816717056	32767	6	4	1	4	6	251	0	1	1024	0	0	0	0	0	268	"
-- add it
create view sys.dm_pdw_nodes_os_memory_clerks as
select *, convert(int, null) pdw_node_id from sys.dm_os_memory_clerks
"
99	Parse Tree	View	-42590756	32767	6	4	1	5	4	251	0	1	1024	0	0	0	0	0	202	"CREATE VIEW sys.dm_tran_version_store AS
	SELECT *	
	FROM OpenRowset(TABLE DM_TRAN_VERSION_STORE)
"
99	Parse Tree	View	-675193454	32767	6	4	1	7	3	251	0	1	1024	0	0	0	0	0	180	"CREATE VIEW sys.dm_os_ring_buffers AS
	SELECT *
	FROM OpenRowset(TABLE SYSRINGBUFFERS)
"
101	Parse Tree	View	-245612491	32767	6	4	1	5	6	251	0	1	1024	0	0	0	0	0	300	"
-- add it
create view sys.dm_pdw_nodes_database_encryption_keys as
select *, convert(int, null) pdw_node_id from sys.dm_database_encryption_keys
"
106	Parse Tree	View	-270688537	32767	6	4	1	3	16	251	0	1	1024	0	0	0	0	0	2476	"CREATE VIEW sys.conversation_endpoints$ AS
	SELECT conversation_handle = s.handle,
		conversation_id = s.diagid,
		is_initiator = sysconv(bit, s.initiator),
		service_contract_id = r.contract,
		conversation_group_id = r.convgroup,
		service_id = r.svcid,
		lifetime = r.lifetime,
		state = r.state,
		state_desc = i.name,
		far_service = r.farsvc,
		far_broker_instance = r.farbrkrinst,
		principal_id = r.princid,
		far_principal_id = r.farprincid,
		outbound_session_key_identifier = r.outseskeyid,
		inbound_session_key_identifier = r.inseskeyid,
		security_timestamp = r.dlgopened,
		dialog_timer = r.dlgtimer,
		send_sequence = s.sendseq,
		last_send_tran_id = s.sendxact,
		end_dialog_sequence = r.enddlgseq,
		receive_sequence = r.rcvseq,
		receive_sequence_frag = r.rcvfrag,
		system_sequence = r.sysseq,
		first_out_of_order_sequence = r.firstoorder,
		last_out_of_order_sequence = r.lastoorder,
		last_out_of_order_frag = r.lastoorderfr,
		is_system = sysconv(bit, r.status & 1),
		priority = r.priority
	FROM sys.sysdesend s
	JOIN sys.sysdercv r ON r.handle = s.handle AND r.diagid = s.diagid AND r.initiator = s.initiator
	LEFT JOIN sys.syspalnames i ON i.class = 'CEST' AND i.value = r.state
"
106	Parse Tree	View	-520081761	32767	6	4	1	9	5	251	0	1	1024	0	0	0	0	0	240	"
-- add it
create view sys.dm_pdw_nodes_clr_tasks as
select *, convert(int, null) pdw_node_id from sys.dm_clr_tasks
"
109	Parse Tree	View	-397721966	32767	6	4	1	2	9	251	0	1	1024	0	0	0	0	0	802	"CREATE VIEW sys.services$ AS
	SELECT o.name,
		service_id = o.id,
		principal_id = p.indepid,
		service_queue_id = r.indepid
	FROM sys.sysbinobjs o
	JOIN sys.syssingleobjrefs r ON r.depid = o.id AND r.class = 21 AND r.depsubid = 0	-- SRC_SVCTOQUEUE
	LEFT JOIN sys.syssingleobjrefs p ON p.depid = o.id AND p.class = 55 AND p.depsubid = 0	-- SRC_SERVICEOWNER
	WHERE o.class = 23 AND o.nsid = 0
"
112	Parse Tree	View	-577292593	32767	6	4	1	3	372	251	0	1	1024	0	0	0	0	0	17076	"create view sys.dm_database_plan_correction_recommendations as

	with expand_is_last as (
		select *, 
		is_last_event = iif(row_number() over(partition by query_id order by event_time desc)=1, 1, 0)
		from OpenRowset(TABLE APRC_EVENT)
	)
	, expand_status as (
		select *
		, status = (select case 
			when e.event_type = 1 and e.regression_corrected = 0 then 'Active'
			when e.event_type = 3 and e.current_plan_id = x.baseline_plan_id then 'Success'
			when e.event_type = 1 and e.regression_corrected = 1 and e.validation_enabled = 0 then 'Success'
			when e.event_type = 1 and e.regression_corrected = 1 and e.validation_enabled = 1 then 'Verifying'
			when e.event_type = 2 and e.backoff_reason in (1,2,10,11,12,13,14,15) then 'Expired'
			when e.event_type = 3 and e.current_plan_id <> x.baseline_plan_id then 'Expired'
			when e.event_type = 2 and e.backoff_reason not in (1,2,10,11,12,13,14,15) then 'Reverted'
			when e.event_type = 4 then 'Reverted'
			when e.event_type = 5 and e.backoff_reason in (8,9)  then 'Reverted'
			when e.event_type = 5 and e.backoff_reason = 0 then 'Success'
			else 'Expired' end
			from expand_is_last e where e.query_id = x.query_id and e.is_last_event = 1)
		from expand_is_last x
	)
	, aprc_events as (
		select *
		, valid_since = (select min(e.event_time) from expand_status e where e.query_id = x.query_id and e.event_type = 1)
		, last_refresh = (select max(e.event_time) from expand_status e where e.query_id = x.query_id and e.event_type = 1)
		, execute_action_start_time = (select max(e.event_time) from expand_status e where e.query_id = x.query_id and ((e.event_type = 1 and e.regression_corrected = 1) or e.event_type = 3) )
		, revert_action_start_time = (select max(e.event_time) from expand_status e where e.query_id = x.query_id and e.event_type IN (2,4))
		-- If event_type is 3 (Forced) or 4 (Unforced) then User has initiated the action.
		, initiated_by = (select iif(e.status = 'Success' or e.status = 'Verifying', iif(e.event_type in (3,4), 'User', 'System'), null) from expand_status e where e.query_id = x.query_id and e.is_last_event = 1)
		, reverted_by = (select iif(e.status = 'Reverted', iif(e.event_type in (3,4), 'User', 'System'), null) from expand_status e where e.query_id = x.query_id and e.is_last_event = 1)
		, status_reason_str = (
			select case
			/* 
			Event types						Back off reasons
			1 - Detection/Correction		 0 - x_backOffNoBackOff
			2 - Back off					 1 - x_backOffSchemaChanged
			3 - User forced plan			 2 - x_backOffStatisticsChanged
			4 - User unforced plan			 3 - x_backOffForcingFailed
			5 - Validation completed		 4 - x_backOffOptionRecompile
											 5 - x_backOffPlanLoadFailed
											 6 - x_backOffAutomaticTuningOptionDisabled
											 7 - x_backOffUnsupportedStatementType
											 8 - x_backOffVerificationAborted
											 9 - x_backOffVerificationForcedQueryRecompile
											 10- x_backOffTempTableChanged
											 11- x_backOffDatabaseVersionChanged
											 12- x_backOffBrowsePermissionChanged
											 13- x_backOffParametrizedPlanFlushed
											 14- x_backOffRemoteRowsetChanged
											 15- x_backOffMpiViewChanged
			*/
			when e.event_type = 2 and e.backoff_reason = 1 then 'SchemaChanged'
			when e.event_type = 2 and e.backoff_reason = 2 then 'StatisticsChanged'
			when e.event_type = 2 and e.backoff_reason = 3 then 'ForcingFailed'
			when e.event_type = 2 and e.backoff_reason = 4 then 'OptionRecompile'
			when e.event_type = 2 and e.backoff_reason = 5 then 'PlanLoadFailed'
			when e.event_type = 2 and e.backoff_reason = 6 then 'AutomaticTuningOptionDisabled'
			when e.event_type = 2 and e.backoff_reason = 7 then 'UnsupportedStatementType'
			when e.event_type = 2 and e.backoff_reason = 10 then 'TempTableChanged'
			when e.event_type = 2 and e.backoff_reason = 11 then 'Da"
118	Parse Tree	View	-443856819	32767	6	4	1	1	4	251	0	1	1024	0	0	0	0	0	272	"
-- add it
create view sys.dm_pdw_nodes_os_spinlock_stats as
select *, convert(int, null) pdw_node_id from sys.dm_os_spinlock_stats
"
120	Parse Tree	View	-250	32767	6	4	1	4	5	251	0	1	1024	0	0	0	0	0	644	"CREATE VIEW sys.server_event_session_fields AS
	SELECT 
		event_session_id = v.objid,
		object_id		 = v.subobjid,
		name			 = convert(sysname, v.imageval) collate catalog_default,
		value			 = v.value
	FROM master.sys.sysobjvalues v
	WHERE v.valclass = 59 		 -- SVC_XE_SESSION_FIELD
	AND has_access ('ES', 0) = 1
"
122	Parse Tree	View	-382525183	32767	6	4	1	6	12	251	0	1	1024	0	0	0	0	0	244	"
-- add it
create view sys.dm_pdw_nodes_os_workers as
select *, convert(int, null) pdw_node_id from sys.dm_os_workers
"
130	Parse Tree	View	-561	32767	6	4	1	8	6	251	0	1	1024	0	0	0	0	0	830	"CREATE VIEW sys.periods AS
	SELECT 
		convert(sysname, v.value) collate catalog_default as name,
		convert(tinyint, 1) as period_type,
		convert(nvarchar(60), 'SYSTEM_TIME_PERIOD') collate Latin1_General_CI_AS_KS_WS as period_type_desc,
		v.objid as object_id,
		v.subobjid as start_column_id,
		v.valnum as end_column_id
	FROM sys.sysobjvalues v
	WHERE v.valclass = 113 AND has_access('CO', v.objid) = 1
"
130	Parse Tree	View	-596345951	32767	6	4	1	9	5	251	0	1	1024	0	0	0	0	0	570	"
-- add it
create view sys.pdw_loader_run_stages as
select
	run_id,
	stage	collate database_default stage,
	request_id	collate database_default request_id,
	status	collate database_default status,
	start_time,
	end_time,
	total_elapsed_time
from sys._pdw_loader_run_stages
"
131	Parse Tree	View	-192	32767	6	4	1	8	16	251	0	1	1024	0	0	0	0	0	1996	"CREATE VIEW sys.sysaltfiles AS
	SELECT fileid = convert(smallint, f.fileid & 0x7fff),
		groupid = convert(smallint, f.grpid),
		f.size, f.maxsize, f.growth,
		status = convert(int,
					case f.filetype when 1 then 66 else 2 end   -- x_eft_SQLLog, FCB_LOG_DEVICE, FCB_DSK_DEVICE
					+ (f.status & 8) * 2 -- FCB_READONLY_MEDIA
					+ (f. status & 16) * 256 -- FCB_READONLY
					+ case when f.filestate in (1, 2, 3, 6) then 268435456 else 0 end -- OFFLINE, FCB_OFFLINE
					+ (f.status & 256) * 2097152 -- FCB_SPARSE_FILE
					+ (f.status & 32) * 32768 -- FCB_PERCENT_GROWTH
					+ (f.status & 2048) / 2048), -- FCB_PMM_METADATA
		perf = convert(int, 0),
		dbid = convert(smallint, f.dbid),
		name = f.lname,
		CASE WHEN SERVERPROPERTY('pathseparator') = '/' THEN CAST (replace(f.pname,'C:\binn\', '') AS nvarchar(260)) 
		ELSE f.pname END AS filename
	FROM sys.sysbrickfiles f
	WHERE f.filetype IN (0, 1) AND has_access('MF', 1) = 1 -- x_eft_SQLData, x_eft_SQLLog (bwkcmpt types)
"
136	Compiled Plan	Adhoc	103396615	6	0	-2	2	1	18	251	0	1	1024	0	0	0	0	0	88	SELECT t.* FROM sys.change_tracking_tables t
136	Compiled Plan	Adhoc	103396615	6	0	-2	2	2	18	251	0	1	1024	0	0	0	0	0	88	SELECT t.* FROM sys.change_tracking_tables t
141	Parse Tree	View	-503	32767	6	4	1	2	5	251	0	1	1024	0	0	0	0	0	454	"CREATE VIEW sys.fulltext_index_fragments AS
	SELECT cprelid as table_id, fragid as fragment_id, fragobjid as fragment_object_id, ts as timestamp, status, datasize as data_size, rowcnt as row_count
	FROM sys.syscompfragments
"
