2001	199	14	0	nls_cp936	NLS Case-Insensitive Sort Order for the Code Page 936 Character Set		
2001	200	109	0	nls_cp932_cs	NLS Case-Sensitive Sort Order for the Code Page 932 Character Set		
2001	201	12	0	nls_cp949_cs	NLS Case-Sensitive Sort Order for the Code Page 949 Character Set		
2001	202	13	0	nls_cp950_cs	NLS Case-Sensitive Sort Order for the Code Page 950 Character Set		
2001	203	14	0	nls_cp936_cs	NLS Case-Sensitive Sort Order for the Code Page 936 Character Set		
2001	204	15	0	bin_cp874	Binary Sort Order for the Code Page 874 Character Set		
2001	205	15	0	nls_cp874	NLS Case-Insensitive Sort Order for the Code Page 874 Character Set		
2001	206	15	0	nls_cp874_cs	NLS Case-Sensitive Sort Order for the Code Page 874 Character Set		
2001	210	1	0	EBCDIC_037	EBCDIC 037 code page sort - United States/Canada		
2001	211	1	0	EBCDIC_273	EBCDIC 273 code page sort - Austria/Germany F.R.		
2001	212	1	0	EBCDIC_277	EBCDIC 277 code page sort - Denmark/Norway		
2001	213	1	0	EBCDIC_278	EBCDIC 278 code page sort - Finland/Sweden		
2001	214	1	0	EBCDIC_280	EBCDIC 280 code page sort - Italy		
2001	215	1	0	EBCDIC_284	EBCDIC 284 code page sort - Latin American/Spain		
2001	216	1	0	EBCDIC_285	EBCDIC 285 code page sort - United Kingdom		
2001	217	1	0	EBCDIC_297	EBCDIC 297 code page sort - France		
2001	218	1	0	EBCDIC_277	EBCDIC 277 code page sort - Denmark/Norway		
2001	219	1	0	EBCDIC_1141	EBCDIC 1141 code page sort - Austria/Germany		
