DWC ,DENY WITH CASCADE,USER,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,APPLICATION ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,APPLICATION ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,APPLICATION ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,APPLICATION ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,APPLICATION ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,APPLICATION ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,APPLICATION ROLE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,MESSAGE TYPE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,MESSAGE TYPE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,MESSAGE TYPE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,MESSAGE TYPE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,MESSAGE TYPE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,MESSAGE TYPE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,MESSAGE TYPE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,CONTRACT,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,CONTRACT,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,CONTRACT,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,CONTRACT,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,CONTRACT,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,CONTRACT,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,CONTRACT,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,SERVICE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,SERVICE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,SERVICE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,SERVICE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,SERVICE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,SERVICE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,SERVICE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,REMOTE SERVICE BINDING,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,REMOTE SERVICE BINDING,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,REMOTE SERVICE BINDING,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,REMOTE SERVICE BINDING,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,REMOTE SERVICE BINDING,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,REMOTE SERVICE BINDING,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,REMOTE SERVICE BINDING,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,ROUTE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,ROUTE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,ROUTE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,ROUTE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,ROUTE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,ROUTE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,ROUTE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,FULLTEXT CATALOG,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,FULLTEXT CATALOG,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,FULLTEXT CATALOG,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,FULLTEXT CATALOG,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,FULLTEXT CATALOG,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,FULLTEXT CATALOG,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,FULLTEXT CATALOG,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,FULLTEXT STOPLIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,FULLTEXT STOPLIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,FULLTEXT STOPLIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,FULLTEXT STOPLIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,FULLTEXT STOPLIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,FULLTEXT STOPLIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,FULLTEXT STOPLIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,SEARCH PROPERTY LIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,SEARCH PROPERTY LIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,SEARCH PROPERTY LIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,SEARCH PROPERTY LIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,SEARCH PROPERTY LIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,SEARCH PROPERTY LIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,SEARCH PROPERTY LIST,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,SYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,SYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,SYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,SYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,SYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,SYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,SYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,CERTIFICATE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,CERTIFICATE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,CERTIFICATE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,CERTIFICATE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,CERTIFICATE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,CERTIFICATE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,CERTIFICATE,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,ASYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,ASYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,ASYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,ASYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,ASYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,ASYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,ASYMMETRIC KEY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,DATABASE SCOPED CREDENTIAL,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,DATABASE SCOPED CREDENTIAL,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,DATABASE SCOPED CREDENTIAL,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,DATABASE SCOPED CREDENTIAL,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,DATABASE SCOPED CREDENTIAL,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,DATABASE SCOPED CREDENTIAL,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,DATABASE SCOPED CREDENTIAL,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
